,Date,Open,High,Low,Close,cQHLp1,cQHLp2,cQHLp3,cQHLp4,cQHLp5,cQHLp6,cQHLp7,cQHLp8,cQHLp9,cQHLp10,cQHLp11,cQHLp12,cQHLp13,cQHLp14,cQHLp15,cQHLp16,cQHLp17,cQHLp18,cQHLp19,cQHLp20,cQHLp21,cQHLn1,cQHLn2,cQHLn3,cQHLn4,cQHLn5,cQHLn6,cQHLn7,cQHLn8,cQHLn9,cQHLn10,cQHLn11,cQHLn12,cQHLn13,cQHLn14,cQHLn15,cQHLn16,cQHLn17,cQHLn18,cQHLn19,cQHLn20,cQHLn21
0,2013/1/14,7737.61,7785.82,7702.36,7729.52,0.24175812902828162,0.24309805462526468,0.24475719008139843,0.24661828828126342,0.24864282840581212,0.2508068379231856,0.2530936433537667,0.2554908410516312,0.2579887718035938,0.26057965891767915,0.2632570804196922,0.26601562589971517,0.2688506627875438,0.271758171118509,0.27473462309504776,0.2777768930291003,0.2808821885262681,0.2840479969124178,0.2872720428455316,0.2905522542974271,0.29388673490718586,0.24061520678012235,0.23928896632507202,0.23766689831489637,0.23587335153576663,0.2339527851250735,0.23193419560885883,0.2298385745137275,0.22768206471698915,0.22547757330772783,0.22323569862869624,0.22096530932493086,0.21867392943617966,0.21636800744242243,0.2140531118806664,0.21173407833198596,0.20941512295200682,0.20709993222469983,0.20479173533778375,0.2024933635404066,0.20020729953576064,0.19793571909697358
1,2013/1/15,7704.05,7735.21,7635.88,7675.91,0.08241393101224462,0.08287070380476728,0.08343629336972366,0.08407073085179378,0.08476088472925268,0.08549858290631707,0.08627814149138657,0.08709533215417253,0.08794686212544198,0.08883008037642276,0.08974279769370391,0.09068316970021525,0.0916496171798917,0.09264076975030913,0.09365542480592892,0.09469251681798821,0.09575109387558235,0.09683029942280763,0.09792935780888931,0.09904756269154898,0.10018426761245022,0.08202431550814242,0.08157220790039625,0.08101925441078621,0.08040784481262067,0.07975313496558681,0.07906500961567606,0.07835062465143043,0.07761548308522964,0.07686398486818853,0.07609974291331224,0.07532578048977955,0.07454466249869726,0.07375858718914316,0.07296945284278662,0.07217890788090998,0.07138838956628604,0.07059915459972098,0.06981230379240552,0.06902880230060099,0.0682494964632927,0.06747512798880365
2,2013/1/16,7661.61,7694.8,7643.14,7691.13,0.15735033192324258,0.15822243388020746,0.1593022962855693,0.1605136078582869,0.16183129699606308,0.16323976097289977,0.16472814771295316,0.16628838419790912,0.16791418364681454,0.1696004845336372,0.17134310706192,0.1731385298204085,0.17498373766143333,0.17687611415684143,0.17881336320962168,0.1807934504391488,0.18281455839180816,0.1848750516722958,0.1869734493549313,0.189108402842571,0.19127867787260225,0.15660645126932965,0.15574325640324188,0.15468751965995597,0.15352017450324806,0.15227015754035272,0.15095634140655895,0.1495923886152727,0.1481888058953187,0.1467539939352682,0.1452948507565308,0.14381714859206432,0.1423257845270526,0.14082495560946795,0.13931828616892417,0.13780892348444,0.13629961167671906,0.13479275012516911,0.13329044057404765,0.13179452576591308,0.1303066215892277,0.12882814416441413
3,2013/1/17,7677.28,7764.03,7662.43,7735.46,0.14341072574402672,0.14420556851965005,0.14518976632440703,0.14629376826467813,0.14749472382189735,0.14877841250964033,0.15013494363334312,0.15155695936031974,0.15303872985315545,0.15457564198448798,0.15616388624444186,0.15780025318224902,0.15948199476102767,0.1612067263410017,0.1629723552355227,0.16477702728897273,0.16661908605526307,0.16849704101813895,0.1704095424465639,0.1723553612151033,0.1743333724040009,0.1427327451948873,0.14194602043434118,0.14098381100841428,0.13991988051604698,0.13878060208142243,0.13758317642023293,0.1363400556890077,0.13506081582945298,0.13375311331632816,0.13242323507794446,0.13107644198733287,0.12971719729875972,0.12834932624531045,0.1269761320786141,0.12560048326143577,0.12422488081386751,0.12285151155520611,0.12148229103698308,0.12011889875389295,0.11876280744345259,0.11741530777251383
4,2013/1/18,7747.13,7753.49,7702.23,7702.23,0.1987880732344664,0.1998898406446148,0.2012540815985197,0.20278438846653826,0.20444908711457346,0.2062284658852017,0.2081088148407239,0.21007993495749497,0.21213388384952034,0.21426426705296076,0.21646580403440988,0.2187340460294464,0.2210651838602416,0.22345591207008025,0.22590332989164127,0.2284048671962202,0.23095822790920553,0.23356134595881034,0.23621235042198657,0.23890953755254907,0.24165134804850175,0.19784829382567637,0.19675777916226161,0.19542401729169237,0.19394925526440446,0.19237005005697225,0.19071024435698414,0.18898709866006352,0.18721388661078134,0.1854012211940262,0.1835578170046031,0.18169096637582913,0.17980685602568752,0.17791078828223492,0.1760073419314954,0.17410049307904443,0.1721937085016008,0.17029001944799374,0.16839208115057186,0.1665022216326584,0.1646224823221301,0.16275465227050542
5,2013/1/21,7727.77,7749.82,7719.02,7748.86,0.2346880682272241,0.23598880856298085,0.2375994236711155,0.23940609525259676,0.2413714290049243,0.24347215345749607,0.24569208273586926,0.24801917593075726,0.25044405630644423,0.25295917459530376,0.2555582966296407,0.25823617022349116,0.2609882982831834,0.26381077840532624,0.26670018596052486,0.26965348666945377,0.27266796979949054,0.27574119615803877,0.2788709569439927,0.28205524072429994,0.2852922065958958,0.23357857000421695,0.23229111459722981,0.2307164829214661,0.22897538726292105,0.2271109865801422,0.2251514294144399,0.22311709340874117,0.22102364935230406,0.21888362687470403,0.2167073143769849,0.21450332114637,0.21227895118691015,0.21004046439694066,0.20779326646518984,0.20554205155927754,0.2032909125360732,0.20104342807069792,0.19880273291535505,0.19657157552113447,0.19435236598617242,0.19214721645451255
6,2013/1/22,7741.88,7746.91,7634.26,7696.21,0.27033563838100616,0.27183395259736537,0.27368920952087505,0.27577030260333923,0.2780341575942662,0.28045396824010926,0.2830110901388189,0.28569165344637937,0.2884848571627448,0.2913820053363123,0.29437591687041864,0.29746054180668213,0.30063069997255376,0.30388189621529776,0.30721018572689424,0.3106120733409948,0.3140844365825647,0.3176244657617349,0.32122961657507554,0.32489757206611564,0.328626211710753,0.26905761469337314,0.2675746032988698,0.26576079545385234,0.26375523884464513,0.26160764799103164,0.2593504470121506,0.25700710878053,0.25459568437499136,0.2521306065932288,0.24962372657656837,0.24708496130619756,0.24452272421622367,0.2419442260422647,0.23935569356152456,0.2367625339547336,0.23416946175673362,0.23158059921980065,0.2289995572443289,0.22642950175300694,0.22387320892198695,0.22133311171606648
7,2013/1/23,7702.92,7731.63,7684.84,7707.54,0.27169997534133467,0.2732058512890135,0.27507047137161983,0.27716206736900595,0.27943734764242784,0.2818693706518382,0.28443939790013245,0.28713348954460366,0.28994079007443696,0.2928525596510737,0.29586158093610443,0.29896177343805963,0.30214793084096003,0.30541553530581567,0.3087606221158466,0.3121796784652075,0.31566956612027514,0.31922746121116424,0.3228508065937879,0.32653727361839874,0.3302847310589782,0.2704155016903758,0.2689250057952338,0.26710204397741166,0.2650863656727286,0.2629279363015049,0.2606593436217707,0.25830417896956015,0.25588058452435075,0.253403065923657,0.2508835341194545,0.24833195614221049,0.24575678788717117,0.2431652764812834,0.2405636801272129,0.23795743329479102,0.23535127431229708,0.23274934623629756,0.2301552781907731,0.22757225207627357,0.22500305807982948,0.22245014144498865
8,2013/1/24,7700.53,7753.3,7661.96,7748.13,0.29174344199445046,0.2933604072946517,0.29536258149517614,0.2976084757569355,0.3000516047915857,0.3026630395658573,0.30542265923271567,0.3083154955990757,0.31132989233671793,0.31445646486406365,0.3176874634154127,0.321016358937871,0.3244375610424737,0.32794621860659673,0.33153807443397626,0.335209356577018,0.3389566952927624,0.34277705839278527,0.34666770009097936,0.3506261199517389,0.3546500295272509,0.29036421196834855,0.28876376131618703,0.2868063185350908,0.2846419424587846,0.2823242844859724,0.2798883363927214,0.27735942986177176,0.2747570454318293,0.27209675882980217,0.2693913596855841,0.26665155030332993,0.2638864103746414,0.2611037216512738,0.25831020400717686,0.2555116928162109,0.25271327595591364,0.24991940211856623,0.2471339681507554,0.24436039068370216,0.24160166573817196,0.2388604189447644
9,2013/1/25,7746.78,7865.16,7743.19,7857.97,0.27091898963636113,0.27242053703160957,0.2742797973727294,0.2763653811996231,0.2786341213128329,0.28105915361419437,0.28362179346931793,0.28630814110476016,0.2891073722132377,0.29201077207834736,0.2950111441074971,0.2981024252872351,0.30127942426683296,0.30453763619356505,0.3078731077469981,0.3112823362186421,0.3147621923955429,0.3183098605248642,0.32192279081288044,0.3255986613034119,0.32933534689652466,0.2696382081298662,0.26815199657809224,0.2663342747575083,0.2643243904023455,0.2621721653102426,0.2599100935676231,0.25756169869860424,0.2551450707340284,0.25267467361580265,0.25016238405856706,0.24761814044314195,0.24505037435879684,0.24246631210103553,0.23987219388368583,0.23727343855551308,0.23467477082474875,0.23208032183898536,0.22949371029049861,0.22691810893365122,0.22435629993524403,0.22181072151011522
