,Date,Open,High,Low,Close,QPLp1,QPLp2,QPLp3,QPLp4,QPLp5,QPLp6,QPLp7,QPLp8,QPLp9,QPLp10,QPLp11,QPLp12,QPLp13,QPLp14,QPLp15,QPLp16,QPLp17,QPLp18,QPLp19,QPLp20,QPLp21,QPLn1,QPLn2,QPLn3,QPLn4,QPLn5,QPLn6,QPLn7,QPLn8,QPLn9,QPLn10,QPLn11,QPLn12,QPLn13,QPLn14,QPLn15,QPLn16,QPLn17,QPLn18,QPLn19,QPLn20,QPLn21
0,2010/1/4,10430.69,10604.97,10430.69,10583.96,10449.644784502194,10494.175286111555,10549.46577966737,10611.539405207199,10679.096962957574,10751.331519859366,10827.682461086557,10907.733042456444,10991.15889827126,11077.698982711536,11167.137791532228,11259.293811406984,11354.011656977169,11451.156514516393,11550.61009343615,11652.267599976067,11756.035425325033,11861.829346233939,11969.573101602175,12079.197250335443,12190.63824328028,10411.769597896724,10367.588772801395,10313.251509455156,10252.922759040126,10188.061242770857,10119.611108180503,10048.253101909124,9974.510143640093,9898.800925643287,9821.470509886407,9742.809295198265,9663.065525998938,9582.453952232963,9501.162064999933,9419.354735030598,9337.177758973152,9254.760634841477,9172.21877843346,9089.655324594392,9007.162613647908,8924.82343457877
1,2010/1/5,10584.56,10584.56,10522.52,10572.02,10603.79439905227,10648.981799513254,10705.087919671281,10768.077234274999,10836.631378196667,10909.931514774444,10987.408759182597,11068.640219569632,11153.29674530506,11241.113439710049,11331.871619494046,11425.387093707692,11521.502184800263,11620.080090319012,11721.000774692808,11824.157898279278,11929.456471381887,12036.811028318729,12146.144183011314,12257.385469993884,12370.470402657418,10565.360490544128,10520.527924906475,10465.389096686667,10404.170397013597,10338.35206566226,10268.8921779099,10196.481522540045,10121.650733169825,10044.824678475432,9966.35351066164,9886.531912422259,9805.61179019483,9723.81106184221,9641.319984269083,9558.305860323282,9474.91663739569,9391.283723810955,9307.524237941656,9223.74283604333,9140.03322061274,9056.479401909659
2,2010/1/6,10564.72,10594.99,10546.55,10573.68,10583.918345548187,10629.021045461848,10685.021998714124,10747.893244356852,10816.318888443346,10889.481629162465,10966.813648022362,11047.892845852042,11132.39068899031,11220.042777288196,11310.63083736132,11403.971023513073,11499.90595374801,11598.29908203979,11699.030597815365,11801.99436075841,11907.095559223779,12014.248887728865,12123.377105249845,12234.409878403427,12347.282841456128,10545.556478650162,10500.807948447355,10445.772474013807,10384.66852441079,10318.973564809818,10249.643874644602,10177.368947864556,10102.678423452076,10025.996373697439,9947.672294470176,9868.000316102482,9787.231872851316,9705.5844741081,9623.248020154571,9540.38950024135,9457.156584442528,9373.680434767253,9290.077950058101,9206.45359039995,9122.900882650938,9039.503679599626
3,2010/1/7,10571.11,10612.37,10505.21,10606.86,10590.319957538666,10635.44993751772,10691.48476257079,10754.394035464564,10822.861066342728,10896.06805905463,10973.446851667217,11054.575089705642,11139.124040797331,11226.829144872654,11317.471996526045,11410.868638863054,11506.861594696797,11605.314235411981,11706.106677968937,11809.132717853086,11914.29748607309,12021.515625549897,12130.709848540966,12241.80977912233,12354.751012629327,10551.934887722868,10507.15929167184,10452.090529400884,10390.949621483975,10325.214926727516,10255.843302964424,10183.524661179898,10108.788960704922,10032.060530327046,9953.689077306037,9873.968909876847,9793.151614374758,9711.454831750287,9629.068577145083,9546.159940812095,9462.876682142665,9379.350042478407,9295.696991367371,9212.022052076423,9128.41880803279,9044.971162742828
4,2010/1/8,10606.4,10619.4,10554.33,10618.19,10625.674086982172,10670.9547263521,10727.176614918473,10790.295900596184,10858.991497965446,10932.442880790855,11010.07999041947,11091.479062411981,11176.31026697412,11264.308160843782,11355.253609503054,11448.962041946124,11545.275455273106,11644.056764755416,11745.185687142573,11848.555663372812,11954.07150774948,12061.647578242248,12171.206329095514,12282.677149446281,12395.995419624967,10587.160874604824,10542.235802218329,10486.98320148381,10425.638184193298,10359.684044423217,10290.08083432694,10217.520768049757,10142.53557410912,10065.55099784798,9986.91791396918,9906.931613209756,9825.844521786683,9743.875007210807,9661.213718959654,9578.028305090893,9494.46701826752,9410.66153795987,9326.72922420057,9242.774949191084,9158.892608772303,9075.166386549334
5,2010/1/11,10620.31,10676.23,10591.59,10663.99,10639.609364413715,10684.949388088744,10741.245010105673,10804.44707497932,10873.232764722941,10946.78047700369,11024.519405552477,11106.025230174666,11190.967688513343,11279.08098918491,11370.1457102826,11463.977038740839,11560.41676444331,11659.3276228786,11760.58917304808,11864.094716140717,11969.74894162646,12077.466095157823,12187.168529280094,12298.785540526082,12412.252424479298,10601.045643024436,10556.061652649092,10500.73658965818,10439.311120075607,10373.270483276921,10303.575990497317,10230.920763701775,10155.837228754981,10078.751689353116,10000.015480361482,9919.924279782745,9838.730844883874,9756.653829558663,9673.884133316149,9590.589624079787,9506.918748941838,9423.00336006662,9338.960971401186,9254.896592684,9170.90424289774,9087.068216051983
6,2010/1/12,10662.86,10663.08,10568.84,10627.26,10682.236686822931,10727.758364141533,10784.279533126188,10847.734815453976,10916.796093301766,10990.63847260801,11068.688860182923,11150.521235803875,11235.80401392628,11324.270338280165,11415.69990785052,11509.907169122951,11606.733278116364,11706.0404203726,11807.707672349248,11911.627907749229,12017.70543418329,12125.854153731345,12235.996107846151,12348.06030978888,12461.98179590646,10643.518460871626,10598.354243291007,10542.807521852246,10481.135952699064,10414.830725780525,10344.857003800666,10271.910685699864,10196.5263304934,10119.13194985229,10040.08028625598,9959.668202333476,9878.149468017267,9795.743613232373,9712.64230232182,9629.0140757676,9545.00797541145,9460.756381680003,9376.377279336937,9291.976098839536,9207.64723585513,9123.475322115084
7,2010/1/13,10628.09,10709.26,10614.49,10680.77,10647.403502330137,10692.776740231888,10749.113602093914,10812.361966187143,10881.198045483065,10954.799635776935,11032.595512650594,11114.161045069972,11199.165728741607,11287.343577574125,11378.475008921341,11472.37507433127,11568.885447789406,11667.86876423003,11769.204494424415,11872.785861398397,11978.517484801363,12086.313547465743,12196.096345055508,12307.795122309033,12421.345127410046,10608.811530753017,10563.794586966229,10508.428995121632,10446.958527779732,10380.869512341034,10311.1239642576,10238.415513246902,10163.276975206802,10086.13496612594,10007.341078243015,9927.191206162173,9845.93829230991,9763.801150756817,9680.970820857023,9597.615293507077,9513.88312454545,9429.906262725894,9345.802308081331,9261.67634727601,9177.622468167034,9093.725026514285
8,2010/1/14,10680.16,10723.77,10666.86,10710.55,10699.568124606229,10745.163658752888,10801.776530734998,10865.334766340262,10934.508092935457,11008.470278106357,11086.64729884583,11168.612443733024,11254.033589241055,11342.643446137929,11434.221355980364,11528.581464201927,11625.564669104468,11725.032932632203,11826.86513504984,11930.953976252807,12037.203608595348,12145.527794467465,12255.848448837754,12368.09446979467,12482.200788284601,10660.787080113843,10615.549585667155,10559.912742227272,10498.141113789212,10431.728309689155,10361.641058563247,10288.57638841589,10213.069725559782,10135.549776095197,10056.369854810027,9975.82730597925,9894.176311265392,9811.636756770684,9728.400617804735,9644.63670829872,9560.494311907907,9476.106023840086,9391.590020283786,9307.051902752362,9222.586220065772,9138.277741266475
9,2010/1/15,10706.99,10709.94,10561.06,10609.65,10726.446880428537,10772.156956696397,10828.912047835829,10892.62995028703,10961.977049592797,11036.12503773183,11114.49844967391,11196.669502041641,11282.305236969118,11371.137693757804,11462.945659640698,11557.542813159671,11654.769652931682,11754.48779413077,11856.575812752551,11960.926139140147,12067.442684865611,12176.038995678455,12286.636790387161,12399.16478846261,12513.557757388966,10687.568412730532,10642.21727560658,10586.440664924494,10524.513857838267,10457.93421583185,10387.670896093887,10314.422677656987,10238.726331896838,10161.011641881161,10081.632809972174,10000.887927413705,9919.031814406848,9836.284909437325,9752.839670082576,9668.865334357099,9584.511560936808,9499.911278126503,9415.182958989219,9330.432470323525,9245.754598468751,9161.2343254186
