,Date,Open,High,Low,Close,oQHLp1,oQHLp2,oQHLp3,oQHLp4,oQHLp5,oQHLp6,oQHLp7,oQHLp8,oQHLp9,oQHLp10,oQHLp11,oQHLp12,oQHLp13,oQHLp14,oQHLp15,oQHLp16,oQHLp17,oQHLp18,oQHLp19,oQHLp20,oQHLp21,oQHLn1,oQHLn2,oQHLn3,oQHLn4,oQHLn5,oQHLn6,oQHLn7,oQHLn8,oQHLn9,oQHLn10,oQHLn11,oQHLn12,oQHLn13,oQHLn14,oQHLn15,oQHLn16,oQHLn17,oQHLn18,oQHLn19,oQHLn20,oQHLn21
0,2011/1/18,2744.8,2766.17,2744.26,2765.85,0.0637757721757667,0.06410291235418739,0.06450954169022001,0.06496620972027743,0.06546331671362149,0.06599490484605383,0.06655683672926167,0.06714603762858734,0.06776011486319697,0.06839714312622733,0.06905553318795299,0.0697339466143792,0.07043123772536942,0.07114641258655048,0.07187859913399458,0.0726270248446784,0.07339099968012576,0.07416990281226157,0.07496317212367438,0.07577029578325713,0.07659080540129239,0.06349792310841171,0.06317387040733857,0.06277566033941243,0.06233439037359194,0.06186104342241152,0.061362753492000294,0.060844674669101276,0.06031076770600523,0.059764200311235305,0.059207576408897705,0.05864307885038372,0.05807256400086467,0.05749762759511658,0.056919652454296185,0.05633984421770912,0.055759258849677994,0.055178824316969396,0.05459935801785819,0.05402158103869099,0.05344612998978497,0.052873566958574945
1,2011/1/19,2762.81,2764.35,2717.79,2725.36,0.544897533035404,0.547692605052516,0.5511668291113537,0.5550685816814148,0.5593158430643315,0.5638577098590598,0.5686588323927081,0.5736929402608177,0.5789395904983062,0.5843823333637694,0.5900075905448289,0.5958039265173506,0.6017615526381122,0.607871976773354,0.6141277480453106,0.6205222660495446,0.6270496351261449,0.6337045509459744,0.6404822108013541,0.6473782416286885,0.6543886415258006,0.5425236022119454,0.5397549094723019,0.5363526192884244,0.5325824271359009,0.5285381705605795,0.524280802212782,0.5198543583943122,0.5152926796072694,0.5106228306209347,0.5058670592540842,0.5010440156978094,0.4961695606585787,0.49125732802765154,0.4863191325712194,0.4813652752211402,0.47640477809247,0.47144556969449397,0.4664946338439229,0.4615581314723768,0.45664150175180923,0.45174954713378007
2,2011/1/20,2712.4,2714.1,2686.59,2704.29,0.5996887425261033,0.6027648680755704,0.6065884366013667,0.6108825230130883,0.6155568602663926,0.620555426458607,0.6258393173928868,0.6313796210906305,0.6371538389804907,0.6431438672463564,0.6493347622326184,0.6557139385362016,0.6622706232341447,0.6689954702811698,0.6758802795896508,0.6829177870631349,0.690101504214036,0.6974255933457653,0.7048847688228511,0.7124742178560086,0.7201895361388517,0.597076105279549,0.594029011529227,0.5902846100621978,0.586135312893547,0.581684393237888,0.5769989327316918,0.5721273956693499,0.5671070253249096,0.5619676079177475,0.5567336283567812,0.5514256121701432,0.5460610149096407,0.5406548413983999,0.5352200944155695,0.5297681106850254,0.5243088195246756,0.5188509466810598,0.5134021782162493,0.5079692945634667,0.5025582818209993,0.4971744253424455
3,2011/1/21,2716.92,2722.74,2688.53,2689.54,1.2674280342576605,1.2739293531616436,1.2820103751933163,1.2910858256958808,1.3009649273969686,1.311529279324634,1.3226966583750666,1.3344059597623876,1.3466096332859112,1.3592694169566437,1.372353727710388,1.3858359665941395,1.3996933652889292,1.4139061711481677,1.4284570534797751,1.4433306597869724,1.4585132768040552,1.4739925666967637,1.4897573583990098,1.5057974801939837,1.5221036236838634,1.2619062869664237,1.2554663260862156,1.24755262176881,1.238783179921592,1.2293762660514935,1.2194736556173786,1.2091777767640774,1.1985673422741845,1.1877053046208672,1.1766434120824867,1.165425044879361,1.154087094909145,1.1426612745121425,1.1311750647558592,1.11965242553922,1.1081143422417816,1.096579256523358,1.0850634126951253,1.0735811410430154,1.0621450930447822,1.0507664391707823
4,2011/1/24,2693.03,2719.73,2687.97,2717.55,0.8299975301610001,0.8342550331412426,0.83954703248651,0.845490250798419,0.851959754226213,0.8588780058118738,0.8661911603103535,0.8738592021783713,0.881850992331055,0.8901414742322502,0.8987099651571235,0.907539046313679,0.9166138074679627,0.9259213132520959,0.9354502143576889,0.9451904569323228,0.9551330606028656,0.965269945721648,0.9755937967196503,0.9860979524692961,0.9967763172026264,0.8263815168726527,0.8221641952729793,0.8169817668744169,0.8112389437102249,0.8050786607848183,0.7985937622499079,0.7918513249768662,0.7849028954151797,0.7777896990986333,0.7705456242970689,0.7631990793104046,0.7557742234463949,0.7482918240886043,0.7407698776972179,0.733224074833272,0.7256681581415011,0.7181142044670469,0.7105728516826647,0.7030534842280299,0.6955643871457678,0.6881128756147732
5,2011/1/25,2704.25,2719.34,2697.51,2719.25,1.041830095596929,1.047174201543907,1.0538168287607728,1.0612768795164038,1.0693975342529738,1.0780814669743815,1.0872610900134865,1.0968861750313281,1.106917635603441,1.117324020246527,1.1280793675758747,1.139161813162891,1.1505526413730094,1.1622356154644764,1.174196489550268,1.186422643826534,1.1989028059428652,1.2116268341581151,1.2245855458184869,1.237770579738643,1.2511742843843499,1.0372912008014856,1.031997531355869,1.0254924398613783,1.0182839292469117,1.010551414491313,1.0024114354973375,0.9939481885436187,0.9852263758014816,0.9762977444150368,0.9672048316426805,0.9579832961710281,0.948663463263701,0.9392714005708044,0.9298296976220103,0.9203580495346052,0.9108737063609778,0.9013918272073557,0.891925764952015,0.8824872991380613,0.8730868293226459,0.863733537669872
6,2011/1/26,2724.52,2746.03,2717.63,2739.5,0.32962085901301263,0.33131166138121465,0.33341329820144106,0.3357735567011179,0.33834282130705406,0.3410902993990567,0.34399460715936553,0.3470398530253303,0.35021367058436376,0.35350610901532353,0.3569089544895192,0.36041528939940126,0.36401919237298325,0.3677155263262174,0.3714997840543896,0.3753679728233648,0.3793165262149328,0.38334223552026186,0.3874421954727014,0.39161376070703785,0.3958545103820059,0.32818481449119785,0.32650996954539563,0.32445184715534925,0.32217117253192756,0.31972471013192283,0.31714933159401953,0.31447167547454863,0.311712212659677,0.3088873152413276,0.30601044142896455,0.3030928731455839,0.3001442048917543,0.29717268411709014,0.29418545784125094,0.29118875733122146,0.2881880402687391,0.28518810278864193,0.28219316955983337,0.27920696746938806,0.27623278679561153,0.27327353265022225
7,2011/1/27,2745.16,2763.64,2740.3,2755.28,0.4984225237280033,0.5009792004686924,0.5041571035026007,0.5077260705927963,0.5116110776061575,0.5157655627579886,0.5201571913943268,0.5247619337471963,0.52956109045822,0.5345396148055316,0.5396850865884264,0.5449870456332878,0.5504365381828253,0.5560257964082574,0.561748004926737,0.5675971262907852,0.5735677676888842,0.579655077204931,0.585854661760343,0.592162521275726,0.5985749951762713,0.4962510685085372,0.49371852112291537,0.490606416631532,0.48715778900216417,0.483458472256048,0.47956422031380047,0.47551531356457766,0.47134270621066143,0.4670711546324561,0.46272100910374614,0.45830932911691025,0.4538506225984239,0.44935736058747866,0.44484035015370754,0.4403090136492816,0.4357716036814947,0.4312353725269086,0.4267067083435515,0.4221912465892854,0.4176939625221135,0.413219248986344
8,2011/1/28,2755.28,2755.28,2679.57,2686.89,-0.050300766156319926,-0.05055878579377292,-0.05087949954519102,-0.05123967945375689,-0.051631754089214964,-0.05205102443951759,-0.05249422729365344,-0.05295893756912284,-0.053443268127989135,-0.05394570045613634,-0.05446498110777997,-0.05500005444293184,-0.055550016849033865,-0.056114084397349905,-0.05669156927992077,-0.057281862197970115,-0.05788441890933759,-0.05849874975899018,-0.05912441139774526,-0.0597610001378708,-0.060408146554413684,-0.05008162304778559,-0.04982603854315457,-0.04951196517603577,-0.049163929917421086,-0.04879059513071692,-0.0483975874976837,-0.047988972112371485,-0.047567872870704755,-0.04713678818485854,-0.04669777180303665,-0.046252545368014125,-0.0458025730187139,-0.045349113331536975,-0.044893256955193174,-0.044435954792803115,-0.04397803969691641,-0.04352024356677529,-0.043063211094840174,-0.04260751101112347,-0.04215364541831409,-0.041702057641951694
9,2011/1/31,2693.3,2706.3,2676.87,2700.08,0.3456876228930244,0.3474608403198456,0.34966491757012613,0.35214022253902116,0.3548347212332746,0.3577161201029303,0.3607619930152732,0.3639556738025944,0.3672841932742189,0.3707371155744888,0.37430582650670724,0.3779830712772395,0.38176263988768805,0.38563914485627027,0.3896078592828496,0.3936645958147926,0.39780561419537824,0.40202754931315127,0.40632735428956956,0.4107022548159468,0.41514971205155277,0.34418158101630225,0.34242509882715205,0.34026665703809655,0.33787481511545914,0.335309104395309,0.3326081937566944,0.32980002020349003,0.3269060524376424,0.3239434605786506,0.3209263588317016,0.3178665790364244,0.31477418335971075,0.3116578212579715,0.30852498811922385,0.3053822189421266,0.30223523743309805,0.29908907350576736,0.295948157752771,0.29281639872145476,0.2896972470687022,0.28659374951057104
