,Date,Open,High,Low,Close,hQHLp1,hQHLp2,hQHLp3,hQHLp4,hQHLp5,hQHLp6,hQHLp7,hQHLp8,hQHLp9,hQHLp10,hQHLp11,hQHLp12,hQHLp13,hQHLp14,hQHLp15,hQHLp16,hQHLp17,hQHLp18,hQHLp19,hQHLp20,hQHLp21,hQHLn1,hQHLn2,hQHLn3,hQHLn4,hQHLn5,hQHLn6,hQHLn7,hQHLn8,hQHLn9,hQHLn10,hQHLn11,hQHLn12,hQHLn13,hQHLn14,hQHLn15,hQHLn16,hQHLn17,hQHLn18,hQHLn19,hQHLn20,hQHLn21
0,2011/1/18,2744.8,2766.17,2744.26,2765.85,0.5368987098302722,0.5390566633167289,0.5417386897431979,0.5447506655642115,0.5480293007904758,0.551535313345483,0.5552414228464349,0.5591273551156584,0.5631773330038349,0.5673786610087227,0.5717208596088771,0.5761951029723732,0.5807938362581891,0.5855105052253691,0.5903393592446127,0.5952753040626976,0.6003137893359102,0.6054507211019625,0.6106823925455177,0.6160054284482356,0.6214167400533601,0.535065255138201,0.5329232800706767,0.5302848967550828,0.5273529034813881,0.5241979666859777,0.5208657328143833,0.5173890731818804,0.5137932217594344,0.5100983798947557,0.5063212011674317,0.5024757105333454,0.4985739095607683,0.49462619474322117,0.49064165816825117,0.4866283107504443,0.4825932525641079,0.4785428058824052,0.47448262120465146,0.47041776325210355,0.46635278179670464,0.4622917707914299
1,2011/1/19,2762.81,2764.35,2717.79,2725.36,-0.1510019692366395,-0.15160889046779505,-0.15236320643936735,-0.1532103201908792,-0.1541324315063097,-0.15511849235965358,-0.1561608301835371,-0.15725374289543104,-0.15839279319538951,-0.15957441049215607,-0.16079564743580074,-0.16205402177412884,-0.1633474087192601,-0.16467396490060512,-0.16603207296216585,-0.1674203001527468,-0.16883736669489852,-0.1702821211677736,-0.17175352103503289,-0.17325061702150268,-0.17477254041890702,-0.15048631281217828,-0.1498838854877502,-0.14914184407665848,-0.14831722529846017,-0.14742990398402697,-0.14649271812875297,-0.14551491274151443,-0.14450358483937928,-0.1434644160215573,-0.14240209008271315,-0.1413205515209765,-0.1402231757596996,-0.1391128867973314,-0.13799224177006716,-0.13686349373580348,-0.1357286395799538,-0.13458945743250839,-0.13344753648805488,-0.13230430119196715,-0.1311610311608849,-0.13001887781303648
2,2011/1/20,2712.4,2714.1,2686.59,2704.29,-0.4861251458554122,-0.48807902548698096,-0.49050741740501613,-0.4932345559853381,-0.49620313646130587,-0.4993775915930989,-0.5027332208556016,-0.5062516673643623,-0.5099186459872452,-0.5137226618132623,-0.5176542263508276,-0.5217053484113736,-0.5258691876018685,-0.5301398095043627,-0.5345120073164256,-0.5389811685393765,-0.5435431731474805,-0.5481943143372422,-0.5529312358403128,-0.557750881626797,-0.5626504550382173,-0.484465077739614,-0.48252566547608283,-0.4801367894169077,-0.4774820695754826,-0.47462548958794964,-0.4716083791960001,-0.4684605011326046,-0.46520470303660333,-0.461859275849886,-0.4584392982523932,-0.4549574688846679,-0.45142465434783946,-0.4478502679573742,-0.4442425419781372,-0.4406087297466521,-0.43695525989572254,-0.4332878568122904,-0.4296116366379173,-0.42593118513210426,-0.422250621802887,-0.41857365344532904
3,2011/1/21,2716.92,2722.74,2688.53,2689.54,-1.001645361301963,-1.0056712679767954,-1.0106748920864739,-1.0162940741672535,-1.0224107395748254,-1.0289516031457207,-1.035865770235597,-1.0431154170694137,-1.0506711095879335,-1.0585091628936198,-1.066610026252132,-1.074957234074253,-1.0835366919482692,-1.0923361721952347,-1.1013449463647773,-1.1105535105504507,-1.1199533755706088,-1.1295369036748533,-1.1392971793792774,-1.1492279058317336,-1.1593233206066098,-0.9982248438862086,-0.9942287467618768,-0.9893065438192835,-0.9838365782406862,-0.9779506862680223,-0.9717340265161093,-0.9652479241471482,-0.9585394559923958,-0.9516463099543475,-0.9445995551721865,-0.9374253567898131,-0.9301461050923359,-0.9227811959160982,-0.9153475915803411,-0.9078602373536747,-0.9003323792289921,-0.8927758121230459,-0.8852010776823783,-0.8776176247182091,-0.8700339413454813,-0.8624576652972197
4,2011/1/24,2693.03,2719.73,2687.97,2717.55,-0.042726457276152194,-0.042898187447513864,-0.043111623400005294,-0.043351316760926246,-0.04361223090609779,-0.043891239763631684,-0.04418617235772047,-0.0444954152671167,-0.04481771294457478,-0.04515205508065606,-0.04549760771391293,-0.045853668483688215,-0.046219636174918,-0.0465949892003996,-0.04697926992443266,-0.04737207294579589,-0.04777303614764544,-0.048181833732020576,-0.04859817071015672,-0.04902177848181405,-0.04945241124339657,-0.0425805507538711,-0.04241009214681263,-0.04220012931779508,-0.04196680097662234,-0.041715730765929014,-0.04145055123477716,-0.04117387828598424,-0.04088772004168319,-0.04059368412730515,-0.040293095836511125,-0.039987071276803995,-0.03967656553428216,-0.03936240596302209,-0.03904531611233212,-0.03872593349165961,-0.03840482312568426,-0.038082488141586775,-0.03775937820671251,-0.03743589637212574,-0.03711240470916876,-0.036789229015061195
5,2011/1/25,2704.25,2719.34,2697.51,2719.25,-0.27379885192919806,-0.2748993298709223,-0.27626706598755996,-0.27780306431784596,-0.27947504926474515,-0.2812629883952262,-0.2831529697043735,-0.2851346540975514,-0.2871999958013374,-0.28934252057045057,-0.2915568842293737,-0.2938385859242135,-0.2961837729602991,-0.2985891029126697,-0.3010516431691374,-0.3035687958454863,-0.3061382404316055,-0.3087578891553441,-0.3114258516754422,-0.3141404067530708,-0.31689997923441027,-0.2728638565929046,-0.2717715270647995,-0.27042604735040954,-0.2689308372157912,-0.26732193397822224,-0.2656226156679015,-0.2638496454623505,-0.26201589177073714,-0.2601316565470601,-0.25820543251236344,-0.2562443718850243,-0.2542545950291895,-0.25224140377914905,-0.25020943476949814,-0.2481627732758695,-0.24610504007841838,-0.24403945930695178,-0.24196891251100042,-0.23989598251454966,-0.23782298953612815,-0.2357520213431378
6,2011/1/26,2724.52,2746.03,2717.63,2739.5,0.46737758011436853,0.4692561077770971,0.47159084801404455,0.47421281365637835,0.4770669099134052,0.4801189412068458,0.4833451595949312,0.48672791613210403,0.49025347659674184,0.49391078938263383,0.4976907319247899,0.5015856212172872,0.5055888806689547,0.5096948047244957,0.5138983873834168,0.5181951940294672,0.5225812635269715,0.5270530320264509,0.5316072726950778,0.5362410473596894,0.5409516672158023,0.46578153303595315,0.4639169148027648,0.46162016648342874,0.4590678267290563,0.45632141162718587,0.45342065702531076,0.4503941778474521,0.44726394060623226,0.4440475308477422,0.4407594457379936,0.437411894190552,0.4340153237327323,0.4305787846525954,0.42711019173518017,0.42361651858985677,0.4201039459272277,0.41657797737149227,0.4130435317586394,0.40950501799694483,0.4059663967243499,0.40243123178222684
7,2011/1/27,2745.16,2763.64,2740.3,2755.28,0.2909659315559436,0.2921354090289659,0.2935889016586687,0.29522120647620537,0.29699802421738364,0.2988980664235513,0.30090654881259205,0.3030124840327295,0.30520732184373256,0.3074841820677042,0.3098373854514379,0.31226214893928306,0.314754378274138,0.3173105214623203,0.31992746201801847,0.32260243917070497,0.32533298691520346,0.32811688657687565,0.3309521292908131,0.33383688589719357,0.3367694824806763,0.28997231238220267,0.28881149422510777,0.2873816534652629,0.28579269424711534,0.28408291341347003,0.2822770485178043,0.28039291378223385,0.27844418446008756,0.27644180843380134,0.2743948109146668,0.2723107925623219,0.27019625748532256,0.26805683994087004,0.265897467278713,0.26372248091964917,0.2615357286653162,0.2593406367971836,0.257140267536797,0.25493736565018305,0.25273439683265375,0.2505335797538006
8,2011/1/28,2755.28,2755.28,2679.57,2686.89,0.8097160892242528,0.8129705758262673,0.8170154355166979,0.8215579036544963,0.8265025303499914,0.831790072902867,0.8373793887950512,0.8432399018162516,0.8493478178849934,0.8556839904616447,0.8622326150062325,0.868980380966916,0.875915894618557,0.8830292712766563,0.8903118382121082,0.8977559125999756,0.9053546319046454,0.9131018218756078,0.9209918921324741,0.9290197523881107,0.9371807443783139,0.8069509908251468,0.8037206018464884,0.7997415618878106,0.7953197182816704,0.7905616456006299,0.7855361848768725,0.7802929105131029,0.7748698787607359,0.7692975559926005,0.7636010580659122,0.7578015365167448,0.7519170913381648,0.745963401852773,0.7399541801620082,0.7339015078118136,0.7278160926774292,0.7217074696044543,0.7155841603123938,0.7094538030879749,0.7033232596045025,0.6971987040984421
9,2011/1/31,2693.3,2706.3,2676.87,2700.08,-0.4977782839336819,-0.49977900094720695,-0.5022656050078772,-0.5050581171297779,-0.5080978588663343,-0.5113484103784308,-0.5147844790328653,-0.518387267903541,-0.5221421494225953,-0.5260373531290388,-0.530063163078121,-0.5342113965206763,-0.5384750490893438,-0.5428480441094069,-0.5473250499636866,-0.5519013435850932,-0.5565727061847868,-0.5613353421017148,-0.5661858146128166,-0.5711209944306446,-0.576138017856685,-0.4960784215321167,-0.494092518690819,-0.49164637774253706,-0.4889280203437155,-0.48600296391280134,-0.48291352892646594,-0.4796901915743686,-0.47635634718701386,-0.47293072516719653,-0.46942876565309655,-0.4658634716904351,-0.4622459703688279,-0.45858590065482285,-0.45489169215283826,-0.4511707720725924,-0.4474297231507165,-0.44367440699616617,-0.43991006239197633,-0.43614138502507943,-0.43237259315420606,-0.4286074824317749
