,Date,Open,High,Low,Close,QPLp1,QPLp2,QPLp3,QPLp4,QPLp5,QPLp6,QPLp7,QPLp8,QPLp9,QPLp10,QPLp11,QPLp12,QPLp13,QPLp14,QPLp15,QPLp16,QPLp17,QPLp18,QPLp19,QPLp20,QPLp21,QPLn1,QPLn2,QPLn3,QPLn4,QPLn5,QPLn6,QPLn7,QPLn8,QPLn9,QPLn10,QPLn11,QPLn12,QPLn13,QPLn14,QPLn15,QPLn16,QPLn17,QPLn18,QPLn19,QPLn20,QPLn21
0,2010/1/4,2294.41,2311.15,2294.41,2308.42,2299.4892919968734,2311.4242059774933,2326.245278274504,2342.885421684383,2360.9961409022444,2380.3610092975664,2400.8296743529863,2422.2903731014862,2444.6561192893123,2467.8569089119533,2491.834951735179,2516.541573308778,2541.9351061188436,2567.9793994124275,2594.642733438294,2621.8970078398647,2649.717121656179,2678.0804907689244,2706.9666661811452,2736.3570277284507,2766.234535201476,2289.3419275409947,2277.5210342117784,2263.0103958791547,2246.937558011393,2229.7017588890526,2211.562543470444,2192.707506216038,2173.2808364174766,2153.397856885652,2133.153356294458,2112.6267790867187,2091.8856671930175,2070.988057652592,2049.984220786395,2028.9179624834064,2007.8276272328405,1986.7468889696383,1965.7053872150498,1944.7292476366683,1923.8415143765433,1903.0625137201457
1,2010/1/5,2307.27,2313.73,2295.62,2308.71,2312.377761056492,2324.379569355822,2339.283712677514,2356.0171228724275,2374.2293513450177,2393.70275840935,2414.286148833214,2435.8671332263484,2458.3582377834177,2481.689066132593,2505.8015041296135,2530.64660450754,2556.182466209101,2582.3727358590277,2609.1855159192005,2636.5925485326006,2664.568592049221,2693.0909357684186,2722.139016078108,2751.694108449241,2781.7390771633272,2302.173521366064,2290.2863727955378,2275.6944033978657,2259.5314784510815,2242.1990739370663,2223.9581895446113,2204.9974711873983,2185.461916327488,2165.467494151681,2145.109524617446,2124.46789744789,2103.610533141171,2082.59579402988,2061.4742321964363,2040.2898990586204,2019.0813540236993,1997.8824597665534,1976.7230219357778,1955.62931263142,1934.6245051562569,1913.7290397231013
2,2010/1/6,2307.71,2314.07,2295.68,2301.09,2312.8187351145198,2324.8228321774754,2339.7298177426246,2356.4664190250514,2374.682120598114,2394.1592412716504,2414.746556980283,2436.331656900916,2458.8270505468245,2482.1623281214797,2506.279364398163,2531.129202775616,2556.6699342059687,2582.8651983813065,2609.6830916806,2637.0953508580133,2665.076729449916,2693.6045124247,2722.6581322487664,2752.2188608222696,2782.2695591589118,2302.6125494596126,2290.72313399125,2276.128381882176,2259.962374640309,2242.6266648096266,2224.38230185197,2205.4179676560916,2185.8786873352956,2165.8804521918873,2145.518600361001,2124.8730368008382,2104.0116949621033,2082.992948307174,2061.867358558833,2040.678985535533,2019.4663959978811,1998.263459078423,1977.0999861097375,1956.0022542020024,1934.9934410771803,1914.093990846064
3,2010/1/7,2298.09,2301.3,2285.22,2300.05,2303.177438664012,2315.131495031323,2329.9763388190668,2346.643171324508,2364.7829382917785,2384.17886596408,2404.6803606739227,2426.17548019787,2448.5770987650753,2471.8151000917323,2495.83160125396,2520.577849732685,2546.012111183552,2572.098176871486,2598.80427617,2626.1022636524053,2653.9669980983563,2682.375859166914,2711.3083650630138,2740.7458657574175,2770.6712937099996,2293.013798868853,2281.1739460304593,2266.64003411157,2250.541417048567,2233.2779734595574,2215.1096645865355,2196.224385772384,2176.7665575736855,2156.8516877673774,2136.5747170587347,2116.0152173113775,2095.2408387862683,2074.309711608146,2053.272186726438,2032.1721402903108,2011.0479782896339,1989.9334286689113,1968.8581784881665,1947.8483953179039,1926.9271602606295,1906.1148322031067
4,2010/1/8,2292.24,2317.6,2290.61,2317.17,2297.3144881197836,2309.238114334338,2324.0451692033894,2340.669574749853,2358.763165267655,2378.1097188175845,2398.559025082217,2419.9994267973684,2442.344019978876,2465.522866830399,2489.478231774376,2514.1614863957675,2539.531002588839,2565.550663791189,2592.188780251391,2619.417278189535,2647.21108038457,2675.5476240777193,2704.406479612218,2733.769044434196,2763.618294450526,2287.1767208069045,2275.367007405654,2260.870092899714,2244.8124563508854,2227.5929584493797,2209.470898681879,2190.633694086345,2171.2253975835165,2151.3612229146343,2131.1358691046535,2110.628705459678,2089.907210030693,2069.0293649668442,2048.045393044576,2026.99905872227,2005.9286702238076,1984.8678696360998,1963.8462684480216,1942.8899676181138,1922.0219894938077,1901.262641136443
5,2010/1/11,2324.78,2326.28,2302.21,2312.41,2329.926524138446,2342.0194148266255,2357.0366665186266,2373.897067491608,2392.247509576196,2411.8687014068096,2432.608300322234,2454.353064002891,2477.0148547998865,2500.5227420994206,2524.818170725768,2549.8518219484667,2575.581476720798,2601.9705057797096,2628.9867695148982,2656.6017956189003,2684.7901508814266,2713.528952249067,2742.797480051344,2772.5768676577195,2802.849849305786,2319.6448439070414,2307.6674831067066,2292.9647744439494,2276.6791881632867,2259.215247070093,2240.8359315942744,2221.731319293815,2202.0475080245565,2181.90134706989,2161.388879775729,2140.59060215272,2119.5749501514483,2098.4007290194836,2077.118874481804,2055.773772264841,2034.4042744053431,2013.0445005639083,1991.7244825858518,1970.4706919516452,1949.3064778275464,1928.2524355482765
6,2010/1/12,2297.28,2298.85,2272.7,2282.31,2302.3656455117343,2314.3154884732794,2329.155099949204,2345.8160579526325,2363.949431257669,2383.3385225130273,2403.832791130456,2425.320334342416,2447.714057086986,2470.9438677940093,2494.951903941402,2519.6894301937277,2545.1147269165917,2571.191598137291,2597.8882844274235,2625.176650280623,2653.031563337986,2681.430411231487,2710.3527193852115,2739.779844343433,2769.694724581765,2292.2055880602757,2280.3699083747174,2265.841119174544,2249.74817633658,2232.4908175350715,2214.3289123843524,2195.450290000471,2175.9993200365852,2156.0914695569977,2135.8216458035545,2115.26939259345,2094.502336343189,2073.5785866885813,2052.5484768320266,2031.455867457813,2010.339151018981,1989.2320435720605,1968.1642217133774,1947.1618437902407,1926.247982769839,1905.4429903631071
7,2010/1/13,2289.46,2313.03,2274.12,2307.9,2294.5283338440654,2306.4374992338912,2321.2265962920083,2337.8308399673674,2355.9024868049096,2375.225577096686,2395.6500826984666,2417.0644817626007,2439.38197570099,2462.532711536979,2486.4590237139932,2511.112342792925,2536.4510911540865,2562.439196036792,2589.0450061225483,2616.240481678975,2644.0005758983602,2672.3027533857603,2701.126609261242,2730.4535635318794,2760.2666127511525,2284.4028614885774,2272.6074707600205,2258.128137930662,2242.089975882586,2224.891361572749,2206.7912800126583,2187.976920943236,2168.5921625796423,2148.752078933331,2128.5512541794665,2108.06896136605,2087.372596707531,2066.52007203303,2045.5615492094353,2024.5407396181415,2003.4959050232953,1982.460646711106,1961.4645402580045,1940.5336549676156,1919.690985266156,1898.9568135868153
8,2010/1/14,2303.31,2322.56,2303.29,2316.74,2308.4089945342457,2320.39020396094,2335.268767091517,2351.973457498815,2370.1544280671496,2389.594412648645,2410.142475509598,2431.68642015524,2454.13892291276,2477.429708232614,2501.5007617126644,2526.3032200948574,2551.795254237296,2577.9405731585193,2604.707334066604,2632.0673276038888,2659.995355442966,2688.468745861887,2717.4669705421848,2746.9713370919835,2776.9647392030683,2298.22226852413,2286.3555220341314,2271.788597039071,2255.653412748036,2238.350756084023,2220.1411787783823,2201.2130029691566,2181.7109772572203,2161.7508717898245,2141.4278429254528,2120.8216432713552,2100.0000767527818,2079.02140553423,2057.9360949348684,2036.7881207664084,2015.6159762560633,1994.4534659597273,1973.3303443701416,1952.2728384961777,1931.304081867947,1910.4444796164369
9,2010/1/15,2316.98,2322.54,2279.2,2287.99,2322.109256746142,2334.1615738973123,2349.1284403643904,2365.9322720587347,2384.221145544032,2403.776505211482,2424.446519533293,2446.1183261355563,2468.7040830849546,2492.1330977509765,2516.347011419657,2541.296670832577,2566.939998594514,2593.240488339314,2620.166108290087,2647.688481668407,2675.782260596378,2704.424638796808,2733.5949661169498,2763.274439226758,2793.4458502931543,2311.8620731577766,2299.924898273633,2285.2715194948087,2269.0405738997115,2251.635227056523,2233.3175770547327,2214.27706371243,2194.6592947043314,2174.580727266233,2154.137082503621,2133.4085863504542,2112.4634451440147,2091.3602668310823,2070.1498162393214,2048.8763301741205,2027.5785303175749,2006.2904218534932,1985.0419358656588,1963.8594550185921,1942.7662501384511,1921.7828474593919
